SENSOR_PROTOCOL_IDENT,HEALTH_PROTOCOL_TYPE_IDENT,SENSOR_PROTOCOL_CODE,DESCRIPTION,LOCALIZED_DESCRIPTION,DATA_TYPE,UOM_CODE,ACTIVE,BITLENGTH,SLOPE,OFFSET,NAME,EXPRESSION,KALMAN_Q,KALMAN_R,APPLY_FILTER,CREATED_TIMESTAMP,CREATED_LOGIN_NAME,LAST_UPDATED_TIMESTAMP,LAST_UPDATED_LOGIN_NAME,ALIAS,GROUP,ACCESS
59,70625211-2B62-434C-9926-658031465CF5,SPN14504,Seat Belt & No Driver On Seat Warning Indicator,NULL,?,STATE,Y,2,1,0,Seat Belt & No Driver On Seat Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
60,70625211-2B62-434C-9926-658031465CF5,SPN14505,Brake/Steering Oil Pressure Warning Indicator,NULL,?,STATE,Y,2,1,0,Brake/Steering Oil Pressure Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
61,70625211-2B62-434C-9926-658031465CF5,SPN14506,Parking Brake Indicator,NULL,?,STATE,Y,2,1,0,Parking Brake Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
62,70625211-2B62-434C-9926-658031465CF5,SPN14507,Load/Dump Brake Status Indicator,NULL,?,STATE,Y,2,1,0,Load/Dump Brake Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
63,70625211-2B62-434C-9926-658031465CF5,SPN14508,Auto-Lubrication Indicator,NULL,?,STATE,Y,2,1,0,Auto-Lubrication Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
64,70625211-2B62-434C-9926-658031465CF5,SPN14509,Dump Body Up Status Indicator,NULL,?,STATE,Y,2,1,0,Dump Body Up Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,70625211-2B62-434C-9926-658031465CF5,SPN14510,Hoist Level Position Status Indicator,NULL,?,STATE,Y,2,1,0,Hoist Level Position Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
66,70625211-2B62-434C-9926-658031465CF5,SPN14511,Stop Valve Indicator,NULL,?,STATE,Y,2,1,0,Stop Valve Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
67,70625211-2B62-434C-9926-658031465CF5,SPN14404,Emergency Engine Stop Switch,NULL,?,STATE,Y,2,1,0,Emergency Engine Stop Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
68,70625211-2B62-434C-9926-658031465CF5,SPN14512,AC Drive System Status Indicator,NULL,?,STATE,Y,2,1,0,AC Drive System Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
69,70625211-2B62-434C-9926-658031465CF5,SPN14513,AC Drive System Maintenance Required Indicator,NULL,?,STATE,Y,2,1,0,AC Drive System Maintenance Required Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
70,70625211-2B62-434C-9926-658031465CF5,SPN14514,Retarder Status Indicator,NULL,?,STATE,Y,2,1,0,Retarder Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
71,70625211-2B62-434C-9926-658031465CF5,SPN14515,Wheel Motor Temp Indicator,NULL,?,STATE,Y,2,1,0,Wheel Motor Temp Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
72,70625211-2B62-434C-9926-658031465CF5,SPN14516,Wheel Motor & Alternator Blower Indicator,NULL,?,STATE,Y,2,1,0,Wheel Motor & Alternator Blower Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
73,70625211-2B62-434C-9926-658031465CF5,SPN14517,Grid Dry Indicator,NULL,?,STATE,Y,2,1,0,Grid Dry Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
74,70625211-2B62-434C-9926-658031465CF5,SPN14528,Trolley Indicator,NULL,?,STATE,Y,2,1,0,Trolley Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75,70625211-2B62-434C-9926-658031465CF5,SPN14529,HDC Indicator,NULL,?,STATE,Y,2,1,0,HDC Status Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76,70625211-2B62-434C-9926-658031465CF5,SPN14518,Engine Shutdown/Service Indicator,NULL,?,STATE,Y,2,1,0,Engine Shutdown/Service Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
77,70625211-2B62-434C-9926-658031465CF5,SPN14519,Engine Coolant Level Indicator,NULL,?,STATE,Y,2,1,0,Engine Coolant Level Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
78,70625211-2B62-434C-9926-658031465CF5,SPN14520,Engine Coolant Overheat Indicator,NULL,?,STATE,Y,2,1,0,Engine Coolant Overheat Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
79,70625211-2B62-434C-9926-658031465CF5,SPN14521,Engine Oil Pressure Indicator,NULL,?,STATE,Y,2,1,0,Engine Oil Pressure Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
80,70625211-2B62-434C-9926-658031465CF5,SPN14522,Air Cleaner Restriction Warning Indicator,NULL,?,STATE,Y,2,1,0,Air Cleaner Restriction Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
81,70625211-2B62-434C-9926-658031465CF5,SPN14523,Battery Charge Warning Indicator,NULL,?,STATE,Y,2,1,0,Battery Charge Warning Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
82,70625211-2B62-434C-9926-658031465CF5,SPN14524,Fuel Empty Indicator,NULL,?,STATE,Y,2,1,0,Fuel Empty Indicator,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
83,70625211-2B62-434C-9926-658031465CF5,SPN14402,Inhibit Propel,NULL,?,STATE,Y,2,1,0,Inhibit Propel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
84,70625211-2B62-434C-9926-658031465CF5,SPN14403,Reverse Alarm,NULL,?,STATE,Y,2,1,0,Reverse Alarm,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
85,70625211-2B62-434C-9926-658031465CF5,,Engine On,NULL,?,STATE,Y,2,1,0,Engine On,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
86,70625211-2B62-434C-9926-658031465CF5,,Gear Oil Temperature,NULL,?,C,Y,8,1,-40,Gear Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
87,70625211-2B62-434C-9926-658031465CF5,,MotorTemp,NULL,?,C,Y,8,1,-40,MotorTemp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
88,70625211-2B62-434C-9926-658031465CF5,SPN13422,Reduction Gear Oil Pressure Left,NULL,?,MPA,Y,16,1,0,Reduction Gear Oil Pressure Left,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
89,70625211-2B62-434C-9926-658031465CF5,SPN13423,Reduction Gear Oil Pressure Right,NULL,?,MPA,Y,16,1,0,Reduction Gear Oil Pressure Right,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
90,70625211-2B62-434C-9926-658031465CF5,SPN15415,Seat Belt Reminder Buzzer,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Buzzer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
91,70625211-2B62-434C-9926-658031465CF5,SPN15426,Seat Belt Reminder Lamp,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
92,70625211-2B62-434C-9926-658031465CF5,SPN15425,Seat Belt Reminder Switch,NULL,?,STATE,Y,2,1,0,Seat Belt Reminder Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
93,70625211-2B62-434C-9926-658031465CF5,SPN16408,Parking Brake Release Pressure Status,NULL,?,STATE,Y,2,1,0,Parking Brake Release Pressure Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
94,70625211-2B62-434C-9926-658031465CF5,SPN16406,Parking Brake Switch,NULL,?,STATE,Y,2,1,0,Parking Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
95,70625211-2B62-434C-9926-658031465CF5,SPN16412,Load Dump Lamp,NULL,?,STATE,Y,2,1,0,Load Dump Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
96,70625211-2B62-434C-9926-658031465CF5,SPN16410,Load Dump Brake Switch,NULL,?,STATE,Y,2,1,0,Load Dump Brake Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
97,70625211-2B62-434C-9926-658031465CF5,SPN16404,Servise Brake Oil Pressure #Front,NULL,?,KPA,Y,16,1,0,Servise Brake Oil Pressure #Front,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
98,70625211-2B62-434C-9926-658031465CF5,SPN16405,Service Brake Oil Pressure #Rear,NULL,?,KPA,Y,16,1,0,Service Brake Oil Pressure #Rear,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
99,70625211-2B62-434C-9926-658031465CF5,SPN16425,Parking Brake Release Pressure,NULL,?,KPA,Y,16,1,0,Parking Brake Release Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
100,70625211-2B62-434C-9926-658031465CF5,SPN16424,Brake Cooling Oil Pressure,NULL,?,KPA,Y,16,1,0,Brake Cooling Oil Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
101,70625211-2B62-434C-9926-658031465CF5,SPN15414,AirConditioner Compresser Pressure,NULL,?,STATE,Y,2,1,0,AirConditionar Compresser Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
102,70625211-2B62-434C-9926-658031465CF5,SPN01400,Hoist Pump Oil Pressure,NULL,?,KPA,Y,16,1,0,Hoist Pump Oil Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
103,70625211-2B62-434C-9926-658031465CF5,SPN18401,Body Up Lamp Status,NULL,?,,Y,8,1,0,Body Up Lamp Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
104,70625211-2B62-434C-9926-658031465CF5,SPN18410,Body Angle,NULL,?,PERCENT,Y,8,1,0,Body Angle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
105,70625211-2B62-434C-9926-658031465CF5,SPN11401,Hoist Lever Angle,NULL,?,PERCENT,Y,8,1,0,Hoist Lever Angle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
106,70625211-2B62-434C-9926-658031465CF5,SPN11403,Hoist Lever Position Caution Lamp,NULL,?,,Y,2,1,0,Hoist Lever Position Caution Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
107,70625211-2B62-434C-9926-658031465CF5,SPN18408,Hoist Mode,NULL,?,,Y,8,1,0,Hoist Mode,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
108,70625211-2B62-434C-9926-658031465CF5,,Empty Weight,NULL,?,TON,Y,16,1,0,Empty Weight,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
109,70625211-2B62-434C-9926-658031465CF5,SPN15017,Machine Position Measured Latitude,NULL,?,DEG,Y,32,1,-210,Machine Position Measured Latitude,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
110,70625211-2B62-434C-9926-658031465CF5,SPN15018,Machine Position Measured Longitude,NULL,?,DEG,Y,32,1,-210,Machine Position Measured Longitude,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
111,70625211-2B62-434C-9926-658031465CF5,SPN00006,Fuel Temperature,NULL,?,C,Y,8,1,-210,Fuel Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
112,70625211-2B62-434C-9926-658031465CF5,SPN00009,Engine Oil Level,NULL,?,PERCENT,Y,8,1,0,Engine Oil Level,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
113,70625211-2B62-434C-9926-658031465CF5,,Engine Blow By,NULL,?,KPA,Y,8,1,0,Engine Blow By,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
114,70625211-2B62-434C-9926-658031465CF5,,Coolant Pressure,NULL,?,KPA,Y,8,1,0,Coolant Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
115,70625211-2B62-434C-9926-658031465CF5,,Coolant Level,NULL,?,PERCENT,Y,8,1,0,Coolant Level,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
116,70625211-2B62-434C-9926-658031465CF5,SPN00031,Fuel Rate,NULL,?,L/H,Y,16,1,0,Fuel Rate,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
117,70625211-2B62-434C-9926-658031465CF5,,Inter Cooler Coolant Pressure,NULL,?,KPA,Y,8,1,0,Inter Cooler Coolant Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
118,70625211-2B62-434C-9926-658031465CF5,SPN00401,Fuel Level,NULL,?,PERCENT,Y,8,1,0,Fuel Level,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
119,70625211-2B62-434C-9926-658031465CF5,SPN00404,Engine Radiator Level #2,NULL,?,STATE,Y,2,1,0,Engine Radiator Level #2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
120,70625211-2B62-434C-9926-658031465CF5,SPN00412,Engine Radiator Level #1,NULL,?,STATE,Y,2,1,0,Engine Radiator Level #1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
121,70625211-2B62-434C-9926-658031465CF5,SPN00403,Engine Oil Level Switch #2,NULL,?,STATE,Y,2,1,0,Engine Oil Level Switch #2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
122,70625211-2B62-434C-9926-658031465CF5,SPN00411,Engine Oil Level Switch #1,NULL,?,STATE,Y,2,1,0,Engine Oil Level Switch #1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
123,70625211-2B62-434C-9926-658031465CF5,SPN00414,Air Filter Status #2,NULL,?,STATE,Y,2,1,0,Air Filter Status #2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
124,70625211-2B62-434C-9926-658031465CF5,SPN00413,Air Filter Status #1,NULL,?,STATE,Y,2,1,0,Air Filter Status #1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
125,70625211-2B62-434C-9926-658031465CF5,SPN00097,RAD Outlet Temperature,NULL,?,C,Y,8,1,-40,RAD Outlet Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
126,70625211-2B62-434C-9926-658031465CF5,SPN00250,LTA Outlet Temperature,NULL,?,C,Y,8,1,-40,LTA Outlet Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
127,70625211-2B62-434C-9926-658031465CF5,SPN13402,Reduction GearOil Temperature #Left,NULL,?,C,Y,8,1,-40,Reduction GearOil Temperature #Left,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
128,70625211-2B62-434C-9926-658031465CF5,,Reduction Gear Oil Level Switch #Left,NULL,?,STATE,Y,2,1,0,Reduction Gear Oil Level Switch #Left,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
129,70625211-2B62-434C-9926-658031465CF5,,Reduction Gear Oil Pressure Switch #Left,NULL,?,STATE,Y,2,1,0,Reduction Gear Oil Pressure Switch #Left,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
130,70625211-2B62-434C-9926-658031465CF5,SPN13403,Reduction Gear Oil Temperature #Right,NULL,?,C,Y,8,1,-40,Reduction Gear Oil Temperature #Right,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
131,70625211-2B62-434C-9926-658031465CF5,,Reduction Gear Oil Level Switch #Right,NULL,?,STATE,Y,2,1,0,Reduction Gear Oil Level Switch #Right,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
132,70625211-2B62-434C-9926-658031465CF5,,Reduction Gea rOil Pressure Switch #Right,NULL,?,STATE,Y,2,1,0,Reduction Gea rOil Pressure Switch #Right,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,70625211-2B62-434C-9926-658031465CF5,SPN03429,Resume/Accel Switch,NULL,?,STATE,Y,2,1,0,Resume/Accel Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
134,70625211-2B62-434C-9926-658031465CF5,SPN03428,Set/Decel Switch,NULL,?,STATE,Y,2,1,0,Set/Decel Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
135,70625211-2B62-434C-9926-658031465CF5,SPN03427,Auto Retard Switch,NULL,?,STATE,Y,2,1,0,Auto Retard Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
136,70625211-2B62-434C-9926-658031465CF5,SPN03426,Auto Cruise Switch,NULL,?,STATE,Y,2,1,0,Auto Cruise Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
137,70625211-2B62-434C-9926-658031465CF5,SPN15400,Alternator Potential (Voltage),NULL,?,VOLTS,Y,16,1,0,Alternator Potential (Voltage),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
138,70625211-2B62-434C-9926-658031465CF5,SPN15401,Alternator Lamp Status,NULL,?,STATE,Y,2,1,0,Alternator Lamp Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
139,70625211-2B62-434C-9926-658031465CF5,SPN15036,Key Switch Status,NULL,?,STATE,Y,2,1,0,Key Switch Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
140,70625211-2B62-434C-9926-658031465CF5,SPN10403,Steer Accumulator OilPressure Warning Lamp,NULL,?,STATE,Y,8,1,0,Steer Accumulator OilPressure Warning Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
141,70625211-2B62-434C-9926-658031465CF5,SPN04402,Auto Lubrication Solenoid,NULL,?,STATE,Y,8,1,0,Auto Lubrication Solenoid,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
142,70625211-2B62-434C-9926-658031465CF5,SPN04403,Auto Lubrication Pressure Switch,NULL,?,STATE,Y,8,1,0,Auto Lubrication Pressure Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
143,70625211-2B62-434C-9926-658031465CF5,SPN04405,Auto Lubrication Interval,NULL,?,,Y,16,1,0,Auto Lubrication Interval,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
144,70625211-2B62-434C-9926-658031465CF5,SPN04401,Hydraulic Oil Level Switch,NULL,?,STATE,Y,1,1,0,Hydraulic Oil Level Switch,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
145,70625211-2B62-434C-9926-658031465CF5,SPN04413,Auto Lubrication Off Warning,NULL,?,STATE,Y,1,1,0,Auto Lubrication Off Warning,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
146,70625211-2B62-434C-9926-658031465CF5,SPN04414,Auto Lubrication On Warning,NULL,?,STATE,Y,1,1,0,Auto Lubrication On Warning,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
147,70625211-2B62-434C-9926-658031465CF5,,PWM #1 FB Curennt,NULL,?,AMPS,Y,16,1,0,PWM #1 FB Curennt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
148,70625211-2B62-434C-9926-658031465CF5,,PWM #2 FB Curennt,NULL,?,AMPS,Y,16,1,0,PWM #2 FB Curennt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
149,70625211-2B62-434C-9926-658031465CF5,,PWM #3 FB Curennt,NULL,?,AMPS,Y,16,1,0,PWM #3 FB Curennt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
150,70625211-2B62-434C-9926-658031465CF5,,PWM #4 FB Curennt,NULL,?,AMPS,Y,16,1,0,PWM #4 FB Curennt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
151,70625211-2B62-434C-9926-658031465CF5,,PWM #5 FB Curennt,NULL,?,AMPS,Y,16,1,0,PWM #5 FB Curennt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
152,70625211-2B62-434C-9926-658031465CF5,,PWM #6 FB Curennt,NULL,?,AMPS,Y,16,1,0,PWM #6 FB Curennt,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
153,70625211-2B62-434C-9926-658031465CF5,SPN19420,Disp Payload,NULL,?,TON,Y,16,1,0,Disp Payload,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,70625211-2B62-434C-9926-658031465CF5,SPN19427,Bucket Count,NULL,?,,Y,16,1,0,Bucket Count,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
155,70625211-2B62-434C-9926-658031465CF5,SPN03441,ALT bearing TEMP,NULL,?,C,Y,8,1,-40,ALT bearing TEMP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
156,70625211-2B62-434C-9926-658031465CF5,SPN03442,Motor L Outer bearing TEMP,NULL,?,C,Y,8,1,-40,Motor L Outer bearing TEMP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
157,70625211-2B62-434C-9926-658031465CF5,SPN03443,Motor L Inner bearing TEMP,NULL,?,C,Y,8,1,-40,Motor L Inner bearing TEMP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
158,70625211-2B62-434C-9926-658031465CF5,SPN03444,Motor R Outer bearing TEMP,NULL,?,C,Y,8,1,-40,Motor R Outer bearing TEMP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
159,70625211-2B62-434C-9926-658031465CF5,SPN03445,Motor R Inner bearing TEMP,NULL,?,C,Y,8,1,-40,Motor R Inner bearing TEMP,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
1,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14407,Odometer,NULL,?,KM,Y,32,1,0,Odometer,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14409,Hour Meter,NULL,?,HOUR,Y,32,1,0,Hour Meter,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19420,Payload (Realtime),NULL,?,TON,Y,16,1,0,Payload (Realtime),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19429,Payload Lamp,NULL,?,STATE,Y,8,1,0,Payload Lamp,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN19430,Payloads Status (Transit State),NULL,?,STATE,Y,8,1,0,Payload Status,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
6,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN10401,Hydraulic Oil Temperature,NULL,?,C,Y,8,1,-40,Hydraulic Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN10400,Brake/Steering Oil Pressure,NULL,?,MPA,Y,16,1,0,Brake/Steering Oil Pressure,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
8,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14525,Body Angle,NULL,?,PERCENT,Y,8,1,0,Body Angle,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
9,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN16422,Brake Cooling Oil Temperature,NULL,?,C,Y,8,1,-40,Brake Cooling Oil Temperature,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
10,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN16402,Incline meterX (Pitch),NULL,?,DEG,Y,16,1,-200,Incline meterX (Pitch),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN03408,Travel Speed,NULL,?,KM/H,Y,16,1,0,Travel Speed,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
12,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN14526,Travel Mode,NULL,?,STATE,Y,8,1,0,Travel Mode,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
13,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN02400,Shift Lever Position,NULL,?,STATE,Y,8,1,0,Shift Lever Position,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
14,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN02448,Wheel Motor Temp (Right),NULL,?,C,Y,8,1,-40,Wheel Motor Temp (Right),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
15,F8B0C45F-0261-4320-B082-0FCE8EF23FF9,SPN02449,Wheel Motor Temp (Left),NULL,?,C,Y,8,1,-40,Wheel Motor Temp (Left),NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
